"","leadid","obsid","ccode","startobs","endobs","year","tenure","tenureyears","tenureend","age","female","LatinAm","Europe","Africa","Asia","MidEast"
"1939","A2.5-1159","COS-1970",94,"01jan1972","31dec1972",1972,969,3,0,66,0,1,0,0,0,0
"1940","A2.5-1159","COS-1970",94,"01jan1973","31dec1973",1973,1334,4,0,67,0,1,0,0,0,0
"1941","A2.5-1159","COS-1970",94,"01jan1974","08may1974",1974,1462,4,1,68,0,1,0,0,0,0
"1942","A2.5-1162","COS-1974",94,"08may1974","31dec1974",1974,238,1,0,53,0,1,0,0,0,0
"1943","A2.5-1162","COS-1974",94,"01jan1975","31dec1975",1975,603,2,0,54,0,1,0,0,0,0
"1944","A2.5-1162","COS-1974",94,"01jan1976","31dec1976",1976,969,3,0,55,0,1,0,0,0,0
"1945","A2.5-1162","COS-1974",94,"01jan1977","31dec1977",1977,1334,4,0,56,0,1,0,0,0,0
"1946","A2.5-1165","COS-1978",94,"08may1978","31dec1978",1978,238,1,0,52,0,1,0,0,0,0
"1947","A2.5-1162","COS-1974",94,"01jan1978","08may1978",1978,1462,4,1,57,0,1,0,0,0,0
"1948","A2.5-1165","COS-1978",94,"01jan1979","31dec1979",1979,603,2,0,53,0,1,0,0,0,0
"1949","A2.5-1165","COS-1978",94,"01jan1980","31dec1980",1980,969,3,0,54,0,1,0,0,0,0
"1950","A2.5-1165","COS-1978",94,"01jan1981","31dec1981",1981,1334,4,0,55,0,1,0,0,0,0
"1951","A2.5-1168","COS-1982",94,"08may1982","31dec1982",1982,238,1,0,57,0,1,0,0,0,0
"1952","A2.5-1165","COS-1978",94,"01jan1982","08may1982",1982,1462,4,1,56,0,1,0,0,0,0
"1953","A2.5-1168","COS-1982",94,"01jan1983","31dec1983",1983,603,2,0,58,0,1,0,0,0,0
"1954","A2.5-1168","COS-1982",94,"01jan1984","31dec1984",1984,969,3,0,59,0,1,0,0,0,0
"1955","A2.5-1168","COS-1982",94,"01jan1985","31dec1985",1985,1334,4,0,60,0,1,0,0,0,0
"1956","A2.5-1168","COS-1982",94,"01jan1986","08may1986",1986,1462,4,1,61,0,1,0,0,0,0
"1957","A2.5-1171","COS-1986",94,"08may1986","31dec1986",1986,238,1,0,45,0,1,0,0,0,0
"1958","A2.5-1171","COS-1986",94,"01jan1987","31dec1987",1987,603,2,0,46,0,1,0,0,0,0
"1959","A2.5-1171","COS-1986",94,"01jan1988","31dec1988",1988,969,3,0,47,0,1,0,0,0,0
"1960","A2.5-1171","COS-1986",94,"01jan1989","31dec1989",1989,1334,4,0,48,0,1,0,0,0,0
"1961","A2.5-1171","COS-1986",94,"01jan1990","08may1990",1990,1462,4,1,49,0,1,0,0,0,0
"1962","A2.5-1174","COS-1990",94,"08may1990","31dec1990",1990,238,1,0,41,0,1,0,0,0,0
"1963","A2.5-1174","COS-1990",94,"01jan1991","31dec1991",1991,603,2,0,42,0,1,0,0,0,0
"1964","A2.5-1174","COS-1990",94,"01jan1992","31dec1992",1992,969,3,0,43,0,1,0,0,0,0
"1965","A2.5-1174","COS-1990",94,"01jan1993","31dec1993",1993,1334,4,0,44,0,1,0,0,0,0
"1966","A2.5-1177","COS-1994",94,"08may1994","31dec1994",1994,238,1,0,40,0,1,0,0,0,0
"1967","A2.5-1174","COS-1990",94,"01jan1994","08may1994",1994,1462,4,1,45,0,1,0,0,0,0
"1968","A2.5-1177","COS-1994",94,"01jan1995","31dec1995",1995,603,2,0,41,0,1,0,0,0,0
"1969","A2.5-1177","COS-1994",94,"01jan1996","31dec1996",1996,969,3,0,42,0,1,0,0,0,0
"1970","A2.5-1177","COS-1994",94,"01jan1997","31dec1997",1997,1334,4,0,43,0,1,0,0,0,0
"1971","A2.5-1177","COS-1994",94,"01jan1998","08may1998",1998,1462,4,1,44,0,1,0,0,0,0
"1972","A2.5-1180","COS-1998",94,"08may1998","31dec1998",1998,238,1,0,58,0,1,0,0,0,0
"1973","A2.5-1180","COS-1998",94,"01jan1999","31dec1999",1999,603,2,0,59,0,1,0,0,0,0
"1974","A2.5-1180","COS-1998",94,"01jan2000","31dec2000",2000,969,3,0,60,0,1,0,0,0,0
"1975","A2.5-1180","COS-1998",94,"01jan2001","31dec2001",2001,1334,4,0,61,0,1,0,0,0,0
"1976","A2.5-1183","COS-2002",94,"09may2002","31dec2002",2002,237,1,0,69,0,1,0,0,0,0
"1977","A2.5-1180","COS-1998",94,"01jan2002","08may2002",2002,1462,4,1,62,0,1,0,0,0,0
"1978","A2.5-1183","COS-2002",94,"01jan2003","31dec2003",2003,602,2,0,70,0,1,0,0,0,0
"1979","A2.5-1183","COS-2002",94,"01jan2004","31dec2004",2004,968,3,0,71,0,1,0,0,0,0
"1980","A2.5-1186","PAN-1903",95,"03nov1903","31dec1903",1903,59,0,0,62,0,1,0,0,0,0
"1981","A2.5-1189","PAN-1904",95,"20feb1904","31dec1904",1904,316,1,0,71,0,1,0,0,0,0
"1982","A2.5-1186","PAN-1903",95,"01jan1904","20feb1904",1904,110,0,1,63,0,1,0,0,0,0
"1983","A2.5-1189","PAN-1904",95,"01jan1905","31dec1905",1905,681,2,0,72,0,1,0,0,0,0
"1984","A2.5-1189","PAN-1904",95,"01jan1906","31dec1906",1906,1046,3,0,73,0,1,0,0,0,0
"1985","A2.5-1189","PAN-1904",95,"01jan1907","31dec1907",1907,1411,4,0,74,0,1,0,0,0,0
"1986","A2.5-1189","PAN-1904",95,"01jan1908","01oct1908",1908,1686,5,1,75,0,1,0,0,0,0
"1987","A2.5-1192","PAN-1908",95,"01oct1908","31dec1908",1908,92,0,0,63,0,1,0,0,0,0
"1988","A2.5-1192","PAN-1908",95,"01jan1909","31dec1909",1909,457,1,0,64,0,1,0,0,0,0
"1989","A2.5-1192","PAN-1908",95,"01jan1910","01mar1910",1910,517,1,1,65,0,1,0,0,0,0
"1990","A2.5-1195","PAN-1910-1",95,"01mar1910","01oct1910",1910,215,1,1,54,0,1,0,0,0,0
"1991","A2.5-1198","PAN-1910-2",95,"01oct1910","31dec1910",1910,92,0,0,74,0,1,0,0,0,0
"1992","A2.5-1198","PAN-1910-2",95,"01jan1911","31dec1911",1911,457,1,0,75,0,1,0,0,0,0
"1993","A2.5-1198","PAN-1910-2",95,"01jan1912","01oct1912",1912,732,2,1,76,0,1,0,0,0,0
"1994","A2.5-1201","PAN-1912",95,"01oct1912","31dec1912",1912,92,0,0,56,0,1,0,0,0,0
"1995","A2.5-1201","PAN-1912",95,"01jan1913","31dec1913",1913,457,1,0,57,0,1,0,0,0,0
"1996","A2.5-1201","PAN-1912",95,"01jan1914","31dec1914",1914,822,2,0,58,0,1,0,0,0,0
"1997","A2.5-1201","PAN-1912",95,"01jan1915","31dec1915",1915,1187,3,0,59,0,1,0,0,0,0
"1998","A2.5-1204","PAN-1916",95,"01oct1916","31dec1916",1916,92,0,0,49,0,1,0,0,0,0
"1999","A2.5-1201","PAN-1912",95,"01jan1916","01oct1916",1916,1462,4,1,60,0,1,0,0,0,0
"2000","A2.5-1204","PAN-1916",95,"01jan1917","31dec1917",1917,457,1,0,50,0,1,0,0,0,0
"2001","A2.5-1204","PAN-1916",95,"01jan1918","03jun1918",1918,611,2,1,51,0,1,0,0,0,0
"2002","A2.5-1207","PAN-1918-1",95,"03jun1918","01oct1918",1918,121,0,1,55,0,1,0,0,0,0
"2003","A2.5-1210","PAN-1918-2",95,"01oct1918","31dec1918",1918,92,0,0,62,0,1,0,0,0,0
"2004","A2.5-1210","PAN-1918-2",95,"01jan1919","31dec1919",1919,457,1,0,63,0,1,0,0,0,0
"2005","A2.5-1213","PAN-1920-1",95,"30jan1920","01oct1920",1920,246,1,1,44,0,1,0,0,0,0
"2006","A2.5-1216","PAN-1920-2",95,"01oct1920","31dec1920",1920,92,0,0,NA,0,1,0,0,0,0
"2007","A2.5-1210","PAN-1918-2",95,"01jan1920","30jan1920",1920,487,1,1,64,0,1,0,0,0,0
"2008","A2.5-1216","PAN-1920-2",95,"01jan1921","31dec1921",1921,457,1,0,NA,0,1,0,0,0,0
"2009","A2.5-1216","PAN-1920-2",95,"01jan1922","31dec1922",1922,822,2,0,NA,0,1,0,0,0,0
"2010","A2.5-1216","PAN-1920-2",95,"01jan1923","31dec1923",1923,1187,3,0,NA,0,1,0,0,0,0
"2011","A2.5-1216","PAN-1920-2",95,"01jan1924","01oct1924",1924,1462,4,1,NA,0,1,0,0,0,0
"2012","A2.5-1219","PAN-1924",95,"01oct1924","31dec1924",1924,92,0,0,54,0,1,0,0,0,0
"2013","A2.5-1219","PAN-1924",95,"01jan1925","31dec1925",1925,457,1,0,55,0,1,0,0,0,0
"2014","A2.5-1219","PAN-1924",95,"01jan1926","31dec1926",1926,822,2,0,56,0,1,0,0,0,0
"2015","A2.5-1219","PAN-1924",95,"01jan1927","31dec1927",1927,1187,3,0,57,0,1,0,0,0,0
"2016","A2.5-1225","PAN-1928-2",95,"01oct1928","31dec1928",1928,92,0,0,56,0,1,0,0,0,0
"2017","A2.5-1222","PAN-1928-1",95,"08sep1928","01oct1928",1928,24,0,1,38,0,1,0,0,0,0
"2018","A2.5-1219","PAN-1924",95,"01jan1928","08sep1928",1928,1439,4,1,58,0,1,0,0,0,0
"2019","A2.5-1225","PAN-1928-2",95,"01jan1929","31dec1929",1929,457,1,0,57,0,1,0,0,0,0
"2020","A2.5-1225","PAN-1928-2",95,"01jan1930","31dec1930",1930,822,2,0,58,0,1,0,0,0,0
"2021","A2.5-1228","PAN-1931-1",95,"03jan1931","16jan1931",1931,14,0,1,45,0,1,0,0,0,0
"2022","A2.5-1231","PAN-1931-2",95,"16jan1931","31dec1931",1931,350,1,0,49,0,1,0,0,0,0
"2023","A2.5-1225","PAN-1928-2",95,"01jan1931","03jan1931",1931,825,2,1,59,0,1,0,0,0,0
"2024","A2.5-1234","PAN-1932",95,"01oct1932","31dec1932",1932,92,0,0,46,0,1,0,0,0,0
"2025","A2.5-1231","PAN-1931-2",95,"01jan1932","01oct1932",1932,625,2,1,50,0,1,0,0,0,0
"2026","A2.5-1234","PAN-1932",95,"01jan1933","31dec1933",1933,457,1,0,47,0,1,0,0,0,0
"2027","A2.5-1234","PAN-1932",95,"01jan1934","31dec1934",1934,822,2,0,48,0,1,0,0,0,0
"2028","A2.5-1234","PAN-1932",95,"01jan1935","31dec1935",1935,1187,3,0,49,0,1,0,0,0,0
"2029","A2.5-1237","PAN-1936",95,"01oct1936","31dec1936",1936,92,0,0,57,0,1,0,0,0,0
"2030","A2.5-1234","PAN-1932",95,"01jan1936","01oct1936",1936,1462,4,1,50,0,1,0,0,0,0
"2031","A2.5-1237","PAN-1936",95,"01jan1937","31dec1937",1937,457,1,0,58,0,1,0,0,0,0
"2032","A2.5-1237","PAN-1936",95,"01jan1938","31dec1938",1938,822,2,0,59,0,1,0,0,0,0
"2033","A2.5-1240","PAN-1939",95,"18dec1939","31dec1939",1939,14,0,0,60,0,1,0,0,0,0
"2034","A2.5-1237","PAN-1936",95,"01jan1939","16dec1939",1939,1172,3,1,60,0,1,0,0,0,0
"2035","A2.5-1240","PAN-1939",95,"01jan1940","01oct1940",1940,289,1,1,61,0,1,0,0,0,0
"2036","A2.5-1243","PAN-1940",95,"01oct1940","31dec1940",1940,92,0,0,39,0,1,0,0,0,0
"2037","A2.5-1243","PAN-1940",95,"01jan1941","09oct1941",1941,374,1,1,40,0,1,0,0,0,0
"2038","A2.5-1246","PAN-1941-1",95,"09oct1941","09oct1941",1941,1,0,1,46,0,1,0,0,0,0
"2039","A2.5-1249","PAN-1941-2",95,"09oct1941","31dec1941",1941,84,0,0,42,0,1,0,0,0,0
"2040","A2.5-1249","PAN-1941-2",95,"01jan1942","31dec1942",1942,449,1,0,43,0,1,0,0,0,0
"2041","A2.5-1249","PAN-1941-2",95,"01jan1943","31dec1943",1943,814,2,0,44,0,1,0,0,0,0
"2042","A2.5-1249","PAN-1941-2",95,"01jan1944","31dec1944",1944,1180,3,0,45,0,1,0,0,0,0
"2043","A2.5-1252","PAN-1945",95,"15jun1945","31dec1945",1945,200,1,0,57,0,1,0,0,0,0
"2044","A2.5-1249","PAN-1941-2",95,"01jan1945","15jun1945",1945,1346,4,1,46,0,1,0,0,0,0
"2045","A2.5-1252","PAN-1945",95,"01jan1946","31dec1946",1946,565,2,0,58,0,1,0,0,0,0
"2046","A2.5-1252","PAN-1945",95,"01jan1947","31dec1947",1947,930,3,0,59,0,1,0,0,0,0
"2047","A2.5-1255","PAN-1948",95,"01oct1948","31dec1948",1948,92,0,0,75,0,1,0,0,0,0
"2048","A2.5-1252","PAN-1945",95,"01jan1948","01oct1948",1948,1205,3,1,60,0,1,0,0,0,0
"2049","A2.5-1261","PAN-1949-2",95,"20nov1949","25nov1949",1949,6,0,1,44,0,1,0,0,0,0
"2050","A2.5-1264","PAN-1949-3",95,"25nov1949","31dec1949",1949,37,0,0,48,0,1,0,0,0,0
"2051","A2.5-1258","PAN-1949-1",95,"28jul1949","20nov1949",1949,116,0,1,57,0,1,0,0,0,0
"2052","A2.5-1255","PAN-1948",95,"01jan1949","28jul1949",1949,301,1,1,76,0,1,0,0,0,0
"2053","A2.5-1264","PAN-1949-3",95,"01jan1950","31dec1950",1950,402,1,0,49,0,1,0,0,0,0
"2054","A2.5-1264","PAN-1949-3",95,"01jan1951","10may1951",1951,532,1,1,50,0,1,0,0,0,0
"2055","A2.5-1267","PAN-1951",95,"10may1951","31dec1951",1951,236,1,0,68,0,1,0,0,0,0
"2056","A2.5-1267","PAN-1951",95,"01jan1952","01oct1952",1952,511,1,1,69,0,1,0,0,0,0
"2057","A2.5-1270","PAN-1952",95,"01oct1952","31dec1952",1952,92,0,0,44,0,1,0,0,0,0
"2058","A2.5-1270","PAN-1952",95,"01jan1953","31dec1953",1953,457,1,0,45,0,1,0,0,0,0
"2059","A2.5-1270","PAN-1952",95,"01jan1954","31dec1954",1954,822,2,0,46,0,1,0,0,0,0
"2060","A2.5-1270","PAN-1952",95,"01jan1955","02jan1955",1955,824,2,1,47,0,1,0,0,0,0
"2061","A2.5-1276","PAN-1955-2",95,"15jan1955","31dec1955",1955,351,1,0,43,0,1,0,0,0,0
"2062","A2.5-1273","PAN-1955-1",95,"03jan1955","15jan1955",1955,13,0,1,56,0,1,0,0,0,0
"2063","A2.5-1276","PAN-1955-2",95,"01jan1956","01oct1956",1956,626,2,1,44,0,1,0,0,0,0
"2064","A2.5-1279","PAN-1956",95,"01oct1956","31dec1956",1956,92,0,0,52,0,1,0,0,0,0
"2065","A2.5-1279","PAN-1956",95,"01jan1957","31dec1957",1957,457,1,0,53,0,1,0,0,0,0
"2066","A2.5-1279","PAN-1956",95,"01jan1958","31dec1958",1958,822,2,0,54,0,1,0,0,0,0
"2067","A2.5-1279","PAN-1956",95,"01jan1959","31dec1959",1959,1187,3,0,55,0,1,0,0,0,0
"2068","A2.5-1282","PAN-1960",95,"01oct1960","31dec1960",1960,92,0,0,55,0,1,0,0,0,0
"2069","A2.5-1279","PAN-1956",95,"01jan1960","01oct1960",1960,1462,4,1,56,0,1,0,0,0,0
"2070","A2.5-1282","PAN-1960",95,"01jan1961","31dec1961",1961,457,1,0,56,0,1,0,0,0,0
"2071","A2.5-1282","PAN-1960",95,"01jan1962","31dec1962",1962,822,2,0,57,0,1,0,0,0,0
"2072","A2.5-1282","PAN-1960",95,"01jan1963","31dec1963",1963,1187,3,0,58,0,1,0,0,0,0
"2073","A2.5-1285","PAN-1964",95,"01oct1964","31dec1964",1964,92,0,0,59,0,1,0,0,0,0
"2074","A2.5-1282","PAN-1960",95,"01jan1964","01oct1964",1964,1462,4,1,59,0,1,0,0,0,0
"2075","A2.5-1285","PAN-1964",95,"01jan1965","31dec1965",1965,457,1,0,60,0,1,0,0,0,0
"2076","A2.5-1285","PAN-1964",95,"01jan1966","31dec1966",1966,822,2,0,61,0,1,0,0,0,0
"2077","A2.5-1285","PAN-1964",95,"01jan1967","31dec1967",1967,1187,3,0,62,0,1,0,0,0,0
"2078","A2.5-1288","PAN-1968-1",95,"01oct1968","12oct1968",1968,12,0,1,67,0,1,0,0,0,0
"2079","A2.5-1285","PAN-1964",95,"01jan1968","01oct1968",1968,1462,4,1,63,0,1,0,0,0,0
"2080","A2.5-1291","PAN-1968-2",95,"12oct1968","31dec1968",1968,81,0,0,39,0,1,0,0,0,0
"2081","A2.5-1291","PAN-1968-2",95,"01jan1969","31dec1969",1969,446,1,0,40,0,1,0,0,0,0
"2082","A2.5-1291","PAN-1968-2",95,"01jan1970","31dec1970",1970,811,2,0,41,0,1,0,0,0,0
"2083","A2.5-1291","PAN-1968-2",95,"01jan1971","31dec1971",1971,1176,3,0,42,0,1,0,0,0,0
"2084","A2.5-1291","PAN-1968-2",95,"01jan1972","31dec1972",1972,1542,4,0,43,0,1,0,0,0,0
"2085","A2.5-1291","PAN-1968-2",95,"01jan1973","31dec1973",1973,1907,5,0,44,0,1,0,0,0,0
"2086","A2.5-1291","PAN-1968-2",95,"01jan1974","31dec1974",1974,2272,6,0,45,0,1,0,0,0,0
"2087","A2.5-1291","PAN-1968-2",95,"01jan1975","31dec1975",1975,2637,7,0,46,0,1,0,0,0,0
"2088","A2.5-1291","PAN-1968-2",95,"01jan1976","31dec1976",1976,3003,8,0,47,0,1,0,0,0,0
"2089","A2.5-1291","PAN-1968-2",95,"01jan1977","31dec1977",1977,3368,9,0,48,0,1,0,0,0,0
"2090","A2.5-1291","PAN-1968-2",95,"01jan1978","31dec1978",1978,3733,10,0,49,0,1,0,0,0,0
"2091","A2.5-1291","PAN-1968-2",95,"01jan1979","31dec1979",1979,4098,11,0,50,0,1,0,0,0,0
"2092","A2.5-1291","PAN-1968-2",95,"01jan1980","31dec1980",1980,4464,12,0,51,0,1,0,0,0,0
"2093","A2.5-1291","PAN-1968-2",95,"01jan1981","31jul1981",1981,4676,13,1,52,0,1,0,0,0,0
"2094","A2.5-1294","PAN-1981",95,"31jul1981","31dec1981",1981,154,0,0,50,0,1,0,0,0,0
"2095","A2.5-1297","PAN-1982",95,"03mar1982","31dec1982",1982,304,1,0,51,0,1,0,0,0,0
"2096","A2.5-1294","PAN-1981",95,"01jan1982","03mar1982",1982,216,1,1,51,0,1,0,0,0,0
"2097","A2.5-1297","PAN-1982",95,"01jan1983","15aug1983",1983,531,1,1,52,0,1,0,0,0,0
"2098","A2.5-1300","PAN-1983",95,"15aug1983","31dec1983",1983,139,0,0,43,0,1,0,0,0,0
"2099","A2.5-1300","PAN-1983",95,"01jan1984","31dec1984",1984,505,1,0,44,0,1,0,0,0,0
"2100","A2.5-1300","PAN-1983",95,"01jan1985","31dec1985",1985,870,2,0,45,0,1,0,0,0,0
"2101","A2.5-1300","PAN-1983",95,"01jan1986","31dec1986",1986,1235,3,0,46,0,1,0,0,0,0
"2102","A2.5-1300","PAN-1983",95,"01jan1987","31dec1987",1987,1600,4,0,47,0,1,0,0,0,0
"2103","A2.5-1300","PAN-1983",95,"01jan1988","31dec1988",1988,1966,5,0,48,0,1,0,0,0,0
"2104","A2.5-1300","PAN-1983",95,"01jan1989","31dec1989",1989,2331,6,0,49,0,1,0,0,0,0
"2105","A2.5-1300","PAN-1983",95,"01jan1990","03jan1990",1990,2334,6,1,50,0,1,0,0,0,0
"2106","A2.5-1303","PAN-1990",95,"04jan1990","31dec1990",1990,362,1,0,54,0,1,0,0,0,0
"2107","A2.5-1303","PAN-1990",95,"01jan1991","31dec1991",1991,727,2,0,55,0,1,0,0,0,0
"2108","A2.5-1303","PAN-1990",95,"01jan1992","31dec1992",1992,1093,3,0,56,0,1,0,0,0,0
"2109","A2.5-1303","PAN-1990",95,"01jan1993","31dec1993",1993,1458,4,0,57,0,1,0,0,0,0
"2110","A2.5-1303","PAN-1990",95,"01jan1994","01sep1994",1994,1702,5,1,58,0,1,0,0,0,0
"2111","A2.5-1306","PAN-1994",95,"01sep1994","31dec1994",1994,122,0,0,48,0,1,0,0,0,0
"2112","A2.5-1306","PAN-1994",95,"01jan1995","31dec1995",1995,487,1,0,49,0,1,0,0,0,0
"2113","A2.5-1306","PAN-1994",95,"01jan1996","31dec1996",1996,853,2,0,50,0,1,0,0,0,0
"2114","A2.5-1306","PAN-1994",95,"01jan1997","31dec1997",1997,1218,3,0,51,0,1,0,0,0,0
"2115","A2.5-1306","PAN-1994",95,"01jan1998","31dec1998",1998,1583,4,0,52,0,1,0,0,0,0
"2116","A2.5-1309","PAN-1999",95,"01sep1999","31dec1999",1999,122,0,0,53,1,1,0,0,0,0
"2117","A2.5-1306","PAN-1994",95,"01jan1999","01sep1999",1999,1827,5,1,53,0,1,0,0,0,0
"2118","A2.5-1309","PAN-1999",95,"01jan2000","31dec2000",2000,488,1,0,54,1,1,0,0,0,0
"2119","A2.5-1309","PAN-1999",95,"01jan2001","31dec2001",2001,853,2,0,55,1,1,0,0,0,0
"2120","A2.5-1309","PAN-1999",95,"01jan2002","31dec2002",2002,1218,3,0,56,1,1,0,0,0,0
"2121","A2.5-1309","PAN-1999",95,"01jan2003","31dec2003",2003,1583,4,0,57,1,1,0,0,0,0
"2122","A2.5-1309","PAN-1999",95,"01jan2004","01sep2004",2004,1828,5,0,58,1,1,0,0,0,0
"2123","A2.5-1312","PAN-2004",95,"01sep2004","31dec2004",2004,122,0,0,41,0,1,0,0,0,0
"2124","A2.5-1315","COL-1874",100,"01apr1874","31dec1874",1874,275,1,0,44,0,0,0,0,0,0
"2125","A2.5-1315","COL-1874",100,"01jan1875","31dec1875",1875,640,2,0,45,0,0,0,0,0,0
"2126","A2.5-1315","COL-1874",100,"01jan1876","01apr1876",1876,732,2,1,46,0,0,0,0,0,0
"2127","A2.5-1318","COL-1876",100,"01apr1876","31dec1876",1876,275,1,0,51,0,0,0,0,0,0
"2128","A2.5-1321","COL-1877-1",100,"14may1877","15aug1877",1877,94,0,1,NA,0,0,0,0,0,0
"2129","A2.5-1318","COL-1876",100,"01jan1877","14may1877",1877,409,1,1,52,0,0,0,0,0,0
"2130","A2.5-1324","COL-1877-2",100,"15aug1877","31dec1877",1877,139,0,0,52,0,0,0,0,0,0
"2131","A2.5-1327","COL-1878",100,"01apr1878","31dec1878",1878,275,1,0,50,0,0,0,0,0,0
"2132","A2.5-1324","COL-1877-2",100,"01jan1878","01apr1878",1878,230,1,1,53,0,0,0,0,0,0
"2133","A2.5-1327","COL-1878",100,"01jan1879","31dec1879",1879,640,2,0,51,0,0,0,0,0,0
"2134","A2.5-1330","COL-1880",100,"08apr1880","31dec1880",1880,268,1,0,55,0,0,0,0,0,0
"2135","A2.5-1327","COL-1878",100,"01jan1880","08apr1880",1880,739,2,1,52,0,0,0,0,0,0
"2136","A2.5-1330","COL-1880",100,"01jan1881","31dec1881",1881,633,2,0,56,0,0,0,0,0,0
"2137","A2.5-1330","COL-1880",100,"01jan1882","01apr1882",1882,724,2,1,57,0,0,0,0,0,0
"2138","A2.5-1333","COL-1882-1",100,"01apr1882","21dec1882",1882,265,1,1,71,0,0,0,0,0,0
"2139","A2.5-1336","COL-1882-2",100,"22dec1882","31dec1882",1882,10,0,0,54,0,0,0,0,0,0
"2140","A2.5-1336","COL-1882-2",100,"01jan1883","31dec1883",1883,375,1,0,55,0,0,0,0,0,0
"2141","A2.5-1339","COL-1884",100,"01apr1884","31dec1884",1884,275,1,0,59,0,0,0,0,0,0
"2142","A2.5-1336","COL-1882-2",100,"01jan1884","01apr1884",1884,467,1,1,56,0,0,0,0,0,0
"2143","A2.5-1339","COL-1884",100,"01jan1885","31dec1885",1885,640,2,0,60,0,0,0,0,0,0
"2144","A2.5-1339","COL-1884",100,"01jan1886","31dec1886",1886,1005,3,0,61,0,0,0,0,0,0
"2145","A2.5-1339","COL-1884",100,"01jan1887","31dec1887",1887,1370,4,0,62,0,0,0,0,0,0
"2146","A2.5-1339","COL-1884",100,"01jan1888","31dec1888",1888,1736,5,0,63,0,0,0,0,0,0
"2147","A2.5-1339","COL-1884",100,"01jan1889","31dec1889",1889,2101,6,0,64,0,0,0,0,0,0
"2148","A2.5-1339","COL-1884",100,"01jan1890","31dec1890",1890,2466,7,0,65,0,0,0,0,0,0
"2149","A2.5-1339","COL-1884",100,"01jan1891","31dec1891",1891,2831,8,0,66,0,0,0,0,0,0
"2150","A2.5-1339","COL-1884",100,"01jan1892","31dec1892",1892,3197,9,0,67,0,0,0,0,0,0
"2151","A2.5-1339","COL-1884",100,"01jan1893","31dec1893",1893,3562,10,0,68,0,0,0,0,0,0
"2152","A2.5-1339","COL-1884",100,"01jan1894","12sep1894",1894,3817,10,1,69,0,0,0,0,0,0
"2153","A2.5-1342","COL-1894",100,"18sep1894","31dec1894",1894,105,0,0,51,0,0,0,0,0,0
"2154","A2.5-1342","COL-1894",100,"01jan1895","31dec1895",1895,470,1,0,52,0,0,0,0,0,0
"2155","A2.5-1342","COL-1894",100,"01jan1896","31dec1896",1896,836,2,0,53,0,0,0,0,0,0
"2156","A2.5-1342","COL-1894",100,"01jan1897","31dec1897",1897,1201,3,0,54,0,0,0,0,0,0
"2157","A2.5-1342","COL-1894",100,"01jan1898","07aug1898",1898,1420,4,1,55,0,0,0,0,0,0
"2158","A2.5-1345","COL-1898",100,"07aug1898","31dec1898",1898,147,0,0,84,0,0,0,0,0,0
"2159","A2.5-1345","COL-1898",100,"01jan1899","31dec1899",1899,512,1,0,85,0,0,0,0,0,0
"2160","A2.5-1345","COL-1898",100,"01jan1900","31jul1900",1900,724,2,1,86,0,0,0,0,0,0
"2161","A2.5-1348","COL-1900",100,"31jul1900","31dec1900",1900,154,0,0,73,0,0,0,0,0,0
"2162","A2.5-1348","COL-1900",100,"01jan1901","31dec1901",1901,519,1,0,74,0,0,0,0,0,0
"2163","A2.5-1348","COL-1900",100,"01jan1902","31dec1902",1902,884,2,0,75,0,0,0,0,0,0
"2164","A2.5-1348","COL-1900",100,"01jan1903","31dec1903",1903,1249,3,0,76,0,0,0,0,0,0
"2165","A2.5-1351","COL-1904",100,"07aug1904","31dec1904",1904,147,0,0,55,0,0,0,0,0,0
"2166","A2.5-1348","COL-1900",100,"01jan1904","07aug1904",1904,1469,4,1,77,0,0,0,0,0,0
"2167","A2.5-1351","COL-1904",100,"01jan1905","31dec1905",1905,512,1,0,56,0,0,0,0,0,0
"2168","A2.5-1351","COL-1904",100,"01jan1906","31dec1906",1906,877,2,0,57,0,0,0,0,0,0
"2169","A2.5-1351","COL-1904",100,"01jan1907","31dec1907",1907,1242,3,0,58,0,0,0,0,0,0
"2170","A2.5-1351","COL-1904",100,"01jan1908","31dec1908",1908,1608,4,0,59,0,0,0,0,0,0
"2171","A2.5-1351","COL-1904",100,"01jan1909","08jul1909",1909,1797,5,1,60,0,0,0,0,0,0
"2172","A2.5-1357","COL-1909-2",100,"03aug1909","31dec1909",1909,151,0,0,55,0,0,0,0,0,0
"2173","A2.5-1354","COL-1909-1",100,"08jul1909","03aug1909",1909,27,0,1,61,0,0,0,0,0,0
"2174","A2.5-1360","COL-1910",100,"15jul1910","31dec1910",1910,170,0,0,43,0,0,0,0,0,0
"2175","A2.5-1357","COL-1909-2",100,"01jan1910","15jul1910",1910,347,1,1,56,0,0,0,0,0,0
"2176","A2.5-1360","COL-1910",100,"01jan1911","31dec1911",1911,535,1,0,44,0,0,0,0,0,0
"2177","A2.5-1360","COL-1910",100,"01jan1912","31dec1912",1912,901,2,0,45,0,0,0,0,0,0
"2178","A2.5-1360","COL-1910",100,"01jan1913","31dec1913",1913,1266,3,0,46,0,0,0,0,0,0
"2179","A2.5-1360","COL-1910",100,"01jan1914","07aug1914",1914,1485,4,1,47,0,0,0,0,0,0
"2180","A2.5-1363","COL-1914",100,"07aug1914","31dec1914",1914,147,0,0,47,0,0,0,0,0,0
